Name,info,Partner
mitotic cell cycle state assay,Philip Gribbon,Fraunhofer-Gesellschaft
neurite outgrowth assay,Philip Gribbon,Fraunhofer-Gesellschaft
optical microscopy,Philip Gribbon,Fraunhofer-Gesellschaft
other pharmacokinetic studies,Philip Gribbon,Fraunhofer-Gesellschaft
oxidative stress assay,Philip Gribbon,Fraunhofer-Gesellschaft
PD biomarker assay,Philip Gribbon,Fraunhofer-Gesellschaft
permeability assay,Philip Gribbon,Fraunhofer-Gesellschaft
pH stability assay,Philip Gribbon,Fraunhofer-Gesellschaft
pharmacodynamic assay,Philip Gribbon,Fraunhofer-Gesellschaft
pharmacokinetic assay,Philip Gribbon,Fraunhofer-Gesellschaft
Pharmacology: Primary Pharmacodynamics,Philip Gribbon,Fraunhofer-Gesellschaft
phosphatase activity assay,Philip Gribbon,Fraunhofer-Gesellschaft
phosphorylation assay,Philip Gribbon,Fraunhofer-Gesellschaft
plasma stability assay,Philip Gribbon,Fraunhofer-Gesellschaft
preclinical development stage,Philip Gribbon,Fraunhofer-Gesellschaft
primary assay,Philip Gribbon,Fraunhofer-Gesellschaft
protease activity assay,Philip Gribbon,Fraunhofer-Gesellschaft
protein expression assay,Philip Gribbon,Fraunhofer-Gesellschaft
protein folding assay,Philip Gribbon,Fraunhofer-Gesellschaft
protein stability assay,Philip Gribbon,Fraunhofer-Gesellschaft
protein unfolding assay,Philip Gribbon,Fraunhofer-Gesellschaft
protein-protein interaction assay,Philip Gribbon,Fraunhofer-Gesellschaft
protein-small molecule interaction assay,Philip Gribbon,Fraunhofer-Gesellschaft
protein-turnover assay,Philip Gribbon,Fraunhofer-Gesellschaft
quantitative PCR,Philip Gribbon,Fraunhofer-Gesellschaft
quantitative reverse transcription PCR,Philip Gribbon,Fraunhofer-Gesellschaft
real-time PCR ,Philip Gribbon,Fraunhofer-Gesellschaft
receptor induction assay,Philip Gribbon,Fraunhofer-Gesellschaft
receptor internalization assay,Philip Gribbon,Fraunhofer-Gesellschaft
redistribution assay,Philip Gribbon,Fraunhofer-Gesellschaft
reporter gene assay,Philip Gribbon,Fraunhofer-Gesellschaft
reverse transcription PCR,Philip Gribbon,Fraunhofer-Gesellschaft
safety pharmacology assay,Philip Gribbon,Fraunhofer-Gesellschaft
sandwich ELISA,Philip Gribbon,Fraunhofer-Gesellschaft
second messenger assay,Philip Gribbon,Fraunhofer-Gesellschaft
secondary assay,Philip Gribbon,Fraunhofer-Gesellschaft
selectivity assay,Philip Gribbon,Fraunhofer-Gesellschaft
signal transduction assay,Philip Gribbon,Fraunhofer-Gesellschaft
signaling pathway assay,Philip Gribbon,Fraunhofer-Gesellschaft
solubility assay,Philip Gribbon,Fraunhofer-Gesellschaft
surface plasmon resonance,Philip Gribbon,Fraunhofer-Gesellschaft
targeted metabolomic assay,Philip Gribbon,Fraunhofer-Gesellschaft
thermal shift assay,Philip Gribbon,Fraunhofer-Gesellschaft
thermodynamic solubility assay,Philip Gribbon,Fraunhofer-Gesellschaft
time resolved fluorescence resonance energy transfer,Philip Gribbon,Fraunhofer-Gesellschaft
tissue distribution assay,Philip Gribbon,Fraunhofer-Gesellschaft
tissue homogenate stability assay,Philip Gribbon,Fraunhofer-Gesellschaft
toxicity assay,Philip Gribbon,Fraunhofer-Gesellschaft
whole blood stability assay,Philip Gribbon,Fraunhofer-Gesellschaft
1536 well plate,Markus Vähä-Koskela,University of Helsinki (FIMM-UH)
24 well plate,Markus Vähä-Koskela,University of Helsinki (FIMM-UH)
384 well plate,Markus Vähä-Koskela,University of Helsinki (FIMM-UH)
96 well plate,Markus Vähä-Koskela,University of Helsinki (FIMM-UH)
ADMET,Markus Vähä-Koskela,University of Helsinki (FIMM-UH)
antigen down assay,Markus Vähä-Koskela,University of Helsinki (FIMM-UH)
apoptosis assay,Markus Vähä-Koskela,University of Helsinki (FIMM-UH)
artifact assay,Markus Vähä-Koskela,University of Helsinki (FIMM-UH)
assay format,Markus Vähä-Koskela,University of Helsinki (FIMM-UH)
assay screening campaign stage,Markus Vähä-Koskela,University of Helsinki (FIMM-UH)
assay screening throughput,Markus Vähä-Koskela,University of Helsinki (FIMM-UH)
binding assay,Markus Vähä-Koskela,University of Helsinki (FIMM-UH)
bioassay,Markus Vähä-Koskela,University of Helsinki (FIMM-UH)
bioassay specification,Markus Vähä-Koskela,University of Helsinki (FIMM-UH)
bioassay type,Markus Vähä-Koskela,University of Helsinki (FIMM-UH)
biochemical format,Markus Vähä-Koskela,University of Helsinki (FIMM-UH)
brightfield microscopy,Markus Vähä-Koskela,University of Helsinki (FIMM-UH)
cell based format,Markus Vähä-Koskela,University of Helsinki (FIMM-UH)
cell cycle assay,Markus Vähä-Koskela,University of Helsinki (FIMM-UH)
cell density determination,Markus Vähä-Koskela,University of Helsinki (FIMM-UH)
cell growth assay,Markus Vähä-Koskela,University of Helsinki (FIMM-UH)
cell morphology assay,Markus Vähä-Koskela,University of Helsinki (FIMM-UH)
cell motility assay,Markus Vähä-Koskela,University of Helsinki (FIMM-UH)
cell permeability assay,Markus Vähä-Koskela,University of Helsinki (FIMM-UH)
cell proliferation assay,Markus Vähä-Koskela,University of Helsinki (FIMM-UH)
cell viability assay,Markus Vähä-Koskela,University of Helsinki (FIMM-UH)
cell viability ATP quantitation assay,Markus Vähä-Koskela,University of Helsinki (FIMM-UH)
chemotaxis assay,Markus Vähä-Koskela,University of Helsinki (FIMM-UH)
competitive immunoassay,Markus Vähä-Koskela,University of Helsinki (FIMM-UH)
compound fluorescence assay,Markus Vähä-Koskela,University of Helsinki (FIMM-UH)
compound library,Markus Vähä-Koskela,University of Helsinki (FIMM-UH)
compound toxicity assay,Markus Vähä-Koskela,University of Helsinki (FIMM-UH)
concentration response assay,Markus Vähä-Koskela,University of Helsinki (FIMM-UH)
confirmatory assay,Markus Vähä-Koskela,University of Helsinki (FIMM-UH)
confocal microscopy,Markus Vähä-Koskela,University of Helsinki (FIMM-UH)
counter screening assay,Markus Vähä-Koskela,University of Helsinki (FIMM-UH)
cytokine secretion assay,Markus Vähä-Koskela,University of Helsinki (FIMM-UH)
direct enzyme activity measurement method,Markus Vähä-Koskela,University of Helsinki (FIMM-UH)
drug absorption assay,Markus Vähä-Koskela,University of Helsinki (FIMM-UH)
drug excretion assay,Markus Vähä-Koskela,University of Helsinki (FIMM-UH)
dye redistribution assay,Markus Vähä-Koskela,University of Helsinki (FIMM-UH)
ELISA,Markus Vähä-Koskela,University of Helsinki (FIMM-UH)
endpoint assay,Markus Vähä-Koskela,University of Helsinki (FIMM-UH)
enzymatic stability assay,Markus Vähä-Koskela,University of Helsinki (FIMM-UH)
enzyme activity assay,Markus Vähä-Koskela,University of Helsinki (FIMM-UH)
enzyme complementation,Markus Vähä-Koskela,University of Helsinki (FIMM-UH)
enzyme fragment complementation,Markus Vähä-Koskela,University of Helsinki (FIMM-UH)
enzyme induction assay,Markus Vähä-Koskela,University of Helsinki (FIMM-UH)
enzyme inhibition assay,Markus Vähä-Koskela,University of Helsinki (FIMM-UH)
Fluorescence imaging apoptosis assay,Markus Vähä-Koskela,University of Helsinki (FIMM-UH)
Fluorescence imaging cell count assay,Markus Vähä-Koskela,University of Helsinki (FIMM-UH)
Fluorescence imaging cell cycle state assay,Markus Vähä-Koskela,University of Helsinki (FIMM-UH)
Fluorescence imaging cell growth inhibition assay,Markus Vähä-Koskela,University of Helsinki (FIMM-UH)
Fluorescence imaging morphology assay,Markus Vähä-Koskela,University of Helsinki (FIMM-UH)
Fluorescence imaging multiplex cytological profiling assay,Markus Vähä-Koskela,University of Helsinki (FIMM-UH)
Fluorescence imaging protein state assay,Markus Vähä-Koskela,University of Helsinki (FIMM-UH)
fluorescence microscopy,Markus Vähä-Koskela,University of Helsinki (FIMM-UH)
fluorescent protein reporter gene assay,Markus Vähä-Koskela,University of Helsinki (FIMM-UH)
functional,Markus Vähä-Koskela,University of Helsinki (FIMM-UH)
functional phenotypic,Markus Vähä-Koskela,University of Helsinki (FIMM-UH)
"functional target-based_x000D_
",Markus Vähä-Koskela,University of Helsinki (FIMM-UH)
gene expression assay,Markus Vähä-Koskela,University of Helsinki (FIMM-UH)
gene knock in,Markus Vähä-Koskela,University of Helsinki (FIMM-UH)
gene knockdown,Markus Vähä-Koskela,University of Helsinki (FIMM-UH)
gene knockout,Markus Vähä-Koskela,University of Helsinki (FIMM-UH)
high throughput screening,Markus Vähä-Koskela,University of Helsinki (FIMM-UH)
homogeneous time resolved fluorescence,Markus Vähä-Koskela,University of Helsinki (FIMM-UH)
immunoassay,Markus Vähä-Koskela,University of Helsinki (FIMM-UH)
kinase activity assay,Markus Vähä-Koskela,University of Helsinki (FIMM-UH)
kinome activity assay,Markus Vähä-Koskela,University of Helsinki (FIMM-UH)
low throughput screening,Markus Vähä-Koskela,University of Helsinki (FIMM-UH)
luciferase enzyme activity assay,Markus Vähä-Koskela,University of Helsinki (FIMM-UH)
luciferase reporter gene assay,Markus Vähä-Koskela,University of Helsinki (FIMM-UH)
medium throughput screening,Markus Vähä-Koskela,University of Helsinki (FIMM-UH)
membrane permeability assessment,Markus Vähä-Koskela,University of Helsinki (FIMM-UH)
membrane potential assay,Markus Vähä-Koskela,University of Helsinki (FIMM-UH)
metabolic stability assay,Markus Vähä-Koskela,University of Helsinki (FIMM-UH)
Migration Assay,Markus Vähä-Koskela,University of Helsinki (FIMM-UH)
mitochondrial membrane potential assay,Markus Vähä-Koskela,University of Helsinki (FIMM-UH)
mitosis/apoptosis assay,Markus Vähä-Koskela,University of Helsinki (FIMM-UH)
primary assay,Markus Vähä-Koskela,University of Helsinki (FIMM-UH)
protein folding assay,Markus Vähä-Koskela,University of Helsinki (FIMM-UH)
protein-protein interaction assay,Markus Vähä-Koskela,University of Helsinki (FIMM-UH)
real-time PCR ,Markus Vähä-Koskela,University of Helsinki (FIMM-UH)
reporter gene assay,Markus Vähä-Koskela,University of Helsinki (FIMM-UH)
RNA-seq gene expression profiling assay,Markus Vähä-Koskela,University of Helsinki (FIMM-UH)
sandwich ELISA,Markus Vähä-Koskela,University of Helsinki (FIMM-UH)
secondary assay,Markus Vähä-Koskela,University of Helsinki (FIMM-UH)
selectivity assay,Markus Vähä-Koskela,University of Helsinki (FIMM-UH)
signal transduction assay,Markus Vähä-Koskela,University of Helsinki (FIMM-UH)
signaling pathway assay,Markus Vähä-Koskela,University of Helsinki (FIMM-UH)
time resolved fluorescence resonance energy transfer,Markus Vähä-Koskela,University of Helsinki (FIMM-UH)
toxicity assay,Markus Vähä-Koskela,University of Helsinki (FIMM-UH)
384 well plate,Jordi Carreras-Puigvert,Uppsala Universitet
96 well plate,Jordi Carreras-Puigvert,Uppsala Universitet
bioassay,Jordi Carreras-Puigvert,Uppsala Universitet
bioassay specification,Jordi Carreras-Puigvert,Uppsala Universitet
brightfield microscopy,Jordi Carreras-Puigvert,Uppsala Universitet
cell based format,Jordi Carreras-Puigvert,Uppsala Universitet
cell density determination,Jordi Carreras-Puigvert,Uppsala Universitet
cell morphology assay,Jordi Carreras-Puigvert,Uppsala Universitet
confocal microscopy,Jordi Carreras-Puigvert,Uppsala Universitet
Fluorescence imaging apoptosis assay,Jordi Carreras-Puigvert,Uppsala Universitet
Fluorescence imaging cell count assay,Jordi Carreras-Puigvert,Uppsala Universitet
Fluorescence imaging cell cycle state assay,Jordi Carreras-Puigvert,Uppsala Universitet
Fluorescence imaging cell growth inhibition assay,Jordi Carreras-Puigvert,Uppsala Universitet
Fluorescence imaging morphology assay,Jordi Carreras-Puigvert,Uppsala Universitet
Fluorescence imaging multiplex cytological profiling assay,Jordi Carreras-Puigvert,Uppsala Universitet
Fluorescence imaging protein state assay,Jordi Carreras-Puigvert,Uppsala Universitet
fluorescence microscopy,Jordi Carreras-Puigvert,Uppsala Universitet
functional phenotypic,Jordi Carreras-Puigvert,Uppsala Universitet
GSH adduct formation,Jordi Carreras-Puigvert,Uppsala Universitet
hepatocyte stability assay,Jordi Carreras-Puigvert,Uppsala Universitet
high throughput screening,Jordi Carreras-Puigvert,Uppsala Universitet
imaging cytometer,Jordi Carreras-Puigvert,Uppsala Universitet
immunofluorescent labeling,Jordi Carreras-Puigvert,Uppsala Universitet
microsomal stability assay,Jordi Carreras-Puigvert,Uppsala Universitet
1536 well plate,Swapnil Potdar,University of Helsinki (FIMM-UH)
24 well plate,Swapnil Potdar,University of Helsinki (FIMM-UH)
384 well plate,Swapnil Potdar,University of Helsinki (FIMM-UH)
96 well plate,Swapnil Potdar,University of Helsinki (FIMM-UH)
ADMET,Swapnil Potdar,University of Helsinki (FIMM-UH)
antigen down assay,Swapnil Potdar,University of Helsinki (FIMM-UH)
apoptosis assay,Swapnil Potdar,University of Helsinki (FIMM-UH)
artifact assay,Swapnil Potdar,University of Helsinki (FIMM-UH)
assay format,Swapnil Potdar,University of Helsinki (FIMM-UH)
assay screening campaign stage,Swapnil Potdar,University of Helsinki (FIMM-UH)
assay screening throughput,Swapnil Potdar,University of Helsinki (FIMM-UH)
binding assay,Swapnil Potdar,University of Helsinki (FIMM-UH)
bioassay,Swapnil Potdar,University of Helsinki (FIMM-UH)
bioassay specification,Swapnil Potdar,University of Helsinki (FIMM-UH)
bioassay type,Swapnil Potdar,University of Helsinki (FIMM-UH)
biochemical format,Swapnil Potdar,University of Helsinki (FIMM-UH)
brightfield microscopy,Swapnil Potdar,University of Helsinki (FIMM-UH)
cell based format,Swapnil Potdar,University of Helsinki (FIMM-UH)
cell cycle assay,Swapnil Potdar,University of Helsinki (FIMM-UH)
cell density determination,Swapnil Potdar,University of Helsinki (FIMM-UH)
cell growth assay,Swapnil Potdar,University of Helsinki (FIMM-UH)
cell morphology assay,Swapnil Potdar,University of Helsinki (FIMM-UH)
cell motility assay,Swapnil Potdar,University of Helsinki (FIMM-UH)
cell permeability assay,Swapnil Potdar,University of Helsinki (FIMM-UH)
cell proliferation assay,Swapnil Potdar,University of Helsinki (FIMM-UH)
cell viability assay,Swapnil Potdar,University of Helsinki (FIMM-UH)
cell viability ATP quantitation assay,Swapnil Potdar,University of Helsinki (FIMM-UH)
chemotaxis assay,Swapnil Potdar,University of Helsinki (FIMM-UH)
competitive immunoassay,Swapnil Potdar,University of Helsinki (FIMM-UH)
compound fluorescence assay,Swapnil Potdar,University of Helsinki (FIMM-UH)
compound library,Swapnil Potdar,University of Helsinki (FIMM-UH)
compound toxicity assay,Swapnil Potdar,University of Helsinki (FIMM-UH)
concentration response assay,Swapnil Potdar,University of Helsinki (FIMM-UH)
confirmatory assay,Swapnil Potdar,University of Helsinki (FIMM-UH)
confocal microscopy,Swapnil Potdar,University of Helsinki (FIMM-UH)
counter screening assay,Swapnil Potdar,University of Helsinki (FIMM-UH)
cytokine secretion assay,Swapnil Potdar,University of Helsinki (FIMM-UH)
direct enzyme activity measurement method,Swapnil Potdar,University of Helsinki (FIMM-UH)
drug absorption assay,Swapnil Potdar,University of Helsinki (FIMM-UH)
drug excretion assay,Swapnil Potdar,University of Helsinki (FIMM-UH)
dye redistribution assay,Swapnil Potdar,University of Helsinki (FIMM-UH)
ELISA,Swapnil Potdar,University of Helsinki (FIMM-UH)
endpoint assay,Swapnil Potdar,University of Helsinki (FIMM-UH)
enzymatic stability assay,Swapnil Potdar,University of Helsinki (FIMM-UH)
enzyme activity assay,Swapnil Potdar,University of Helsinki (FIMM-UH)
enzyme complementation,Swapnil Potdar,University of Helsinki (FIMM-UH)
enzyme fragment complementation,Swapnil Potdar,University of Helsinki (FIMM-UH)
enzyme induction assay,Swapnil Potdar,University of Helsinki (FIMM-UH)
enzyme inhibition assay,Swapnil Potdar,University of Helsinki (FIMM-UH)
Fluorescence imaging apoptosis assay,Swapnil Potdar,University of Helsinki (FIMM-UH)
Fluorescence imaging cell count assay,Swapnil Potdar,University of Helsinki (FIMM-UH)
Fluorescence imaging cell cycle state assay,Swapnil Potdar,University of Helsinki (FIMM-UH)
Fluorescence imaging cell growth inhibition assay,Swapnil Potdar,University of Helsinki (FIMM-UH)
Fluorescence imaging morphology assay,Swapnil Potdar,University of Helsinki (FIMM-UH)
Fluorescence imaging multiplex cytological profiling assay,Swapnil Potdar,University of Helsinki (FIMM-UH)
Fluorescence imaging protein state assay,Swapnil Potdar,University of Helsinki (FIMM-UH)
fluorescence microscopy,Swapnil Potdar,University of Helsinki (FIMM-UH)
fluorescent protein reporter gene assay,Swapnil Potdar,University of Helsinki (FIMM-UH)
functional,Swapnil Potdar,University of Helsinki (FIMM-UH)
functional phenotypic,Swapnil Potdar,University of Helsinki (FIMM-UH)
"functional target-based_x000D_
",Swapnil Potdar,University of Helsinki (FIMM-UH)
gene expression assay,Swapnil Potdar,University of Helsinki (FIMM-UH)
gene knock in,Swapnil Potdar,University of Helsinki (FIMM-UH)
gene knockdown,Swapnil Potdar,University of Helsinki (FIMM-UH)
gene knockout,Swapnil Potdar,University of Helsinki (FIMM-UH)
high throughput screening,Swapnil Potdar,University of Helsinki (FIMM-UH)
homogeneous time resolved fluorescence,Swapnil Potdar,University of Helsinki (FIMM-UH)
immunoassay,Swapnil Potdar,University of Helsinki (FIMM-UH)
kinase activity assay,Swapnil Potdar,University of Helsinki (FIMM-UH)
kinome activity assay,Swapnil Potdar,University of Helsinki (FIMM-UH)
low throughput screening,Swapnil Potdar,University of Helsinki (FIMM-UH)
luciferase enzyme activity assay,Swapnil Potdar,University of Helsinki (FIMM-UH)
luciferase reporter gene assay,Swapnil Potdar,University of Helsinki (FIMM-UH)
medium throughput screening,Swapnil Potdar,University of Helsinki (FIMM-UH)
membrane permeability assessment,Swapnil Potdar,University of Helsinki (FIMM-UH)
membrane potential assay,Swapnil Potdar,University of Helsinki (FIMM-UH)
metabolic stability assay,Swapnil Potdar,University of Helsinki (FIMM-UH)
Migration Assay,Swapnil Potdar,University of Helsinki (FIMM-UH)
mitochondrial membrane potential assay,Swapnil Potdar,University of Helsinki (FIMM-UH)
mitosis/apoptosis assay,Swapnil Potdar,University of Helsinki (FIMM-UH)
primary assay,Swapnil Potdar,University of Helsinki (FIMM-UH)
protein folding assay,Swapnil Potdar,University of Helsinki (FIMM-UH)
protein-protein interaction assay,Swapnil Potdar,University of Helsinki (FIMM-UH)
real-time PCR ,Swapnil Potdar,University of Helsinki (FIMM-UH)
reporter gene assay,Swapnil Potdar,University of Helsinki (FIMM-UH)
RNA-seq gene expression profiling assay,Swapnil Potdar,University of Helsinki (FIMM-UH)
sandwich ELISA,Swapnil Potdar,University of Helsinki (FIMM-UH)
secondary assay,Swapnil Potdar,University of Helsinki (FIMM-UH)
selectivity assay,Swapnil Potdar,University of Helsinki (FIMM-UH)
signal transduction assay,Swapnil Potdar,University of Helsinki (FIMM-UH)
signaling pathway assay,Swapnil Potdar,University of Helsinki (FIMM-UH)
time resolved fluorescence resonance energy transfer,Swapnil Potdar,University of Helsinki (FIMM-UH)
toxicity assay,Swapnil Potdar,University of Helsinki (FIMM-UH)
24 well plate,Jeanette Reinshagen,Fraunhofer-Gesellschaft
384 well plate,Jeanette Reinshagen,Fraunhofer-Gesellschaft
96 well plate,Jeanette Reinshagen,Fraunhofer-Gesellschaft
ADMET,Jeanette Reinshagen,Fraunhofer-Gesellschaft
apoptosis assay,Jeanette Reinshagen,Fraunhofer-Gesellschaft
artifact assay,Jeanette Reinshagen,Fraunhofer-Gesellschaft
